"lon" "lat" "date" "SPEI"
"406" 14.0499 45.6499 "1951-02-10" -1.67087920067271
"407" 14.0499 45.6499 "1951-02-11" -1.81078944012317
"408" 14.0499 45.6499 "1951-02-12" -1.52328956286323
"409" 14.0499 45.6499 "1951-02-13" 16.2368080425761
"410" 14.0499 45.6499 "1951-02-14" -1.16091119618304
"411" 14.0499 45.6499 "1951-02-15" 9.40758766586493
"412" 14.0499 45.6499 "1951-02-16" 5.98870202420835
"413" 14.0499 45.6499 "1951-02-17" -1.65004995455243
"414" 14.0499 45.6499 "1951-02-18" 18.1501881568112
"415" 14.0499 45.6499 "1951-02-19" 6.43555078928498
"416" 14.0499 45.6499 "1951-02-20" -1.74468404880004
"417" 14.0499 45.6499 "1951-02-21" 12.2317023866094
"418" 14.0499 45.6499 "1951-02-22" -1.47135820797859
"419" 14.0499 45.6499 "1951-02-23" -1.65768654249231
"420" 14.0499 45.6499 "1951-02-24" 17.5658996371889
"421" 14.0499 45.6499 "1951-02-25" 10.3686219724594
"422" 14.0499 45.6499 "1951-02-26" 11.9403447243995
"423" 14.0499 45.6499 "1951-02-27" -1.2498771131291
"424" 14.0499 45.6499 "1951-02-28" -1.25249258770089
"425" 14.0499 45.6499 "1951-03-01" -0.872881783997615
"426" 14.0499 45.6499 "1951-03-02" 1.79839048040607
"427" 14.0499 45.6499 "1951-03-03" -0.907197795546422
"428" 14.0499 45.6499 "1951-03-04" -1.04931159366169
"429" 14.0499 45.6499 "1951-03-05" -1.2680302898239
"430" 14.0499 45.6499 "1951-03-06" 14.8154709309615
"431" 14.0499 45.6499 "1951-03-07" 5.47364286451721
"432" 14.0499 45.6499 "1951-03-08" 3.05187579605284
"433" 14.0499 45.6499 "1951-03-09" -1.08300120379613
"434" 14.0499 45.6499 "1951-03-10" -1.17177990275874
"435" 14.0499 45.6499 "1951-03-11" 4.51349822300951
"436" 14.0499 45.6499 "1951-03-12" 5.36457078198289
"437" 14.0499 45.6499 "1951-03-13" -1.85079123087601
"438" 14.0499 45.6499 "1951-03-14" 2.2562900830412
"439" 14.0499 45.6499 "1951-03-15" -1.90732507708527
"440" 14.0499 45.6499 "1951-03-16" -2.08848588916626
"441" 14.0499 45.6499 "1951-03-17" -1.7382583995967
"442" 14.0499 45.6499 "1951-03-18" 12.2936196136003
"443" 14.0499 45.6499 "1951-03-19" 4.20302133371997
"444" 14.0499 45.6499 "1951-03-20" 6.17473530983354
"445" 14.0499 45.6499 "1951-03-21" 1.9489617833769
"446" 14.0499 45.6499 "1951-03-22" -1.89946607959813
"447" 14.0499 45.6499 "1951-03-23" -2.15408867200994
"448" 14.0499 45.6499 "1951-03-24" 17.1767921665392
